what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1413884141056
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1413884141056
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1413884141072
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1413884141072
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1413884141072
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1413884141072
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1413884141072
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1413884141072
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1413884141072
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1413884141072
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1413884141072
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1413884141072
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1413884141072
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1413884141072
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1413884141072
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1413884141072
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1413884141072
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1413884141072
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1413884141072
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1413884141072
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1413884141072
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1413884141072
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1413884141072
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1413884141072
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1413884141072
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1413884141072
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1413884141072
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1413884141072
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1413884141072
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1413884141072
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1413884141072
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1413884141072
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1413884141072
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1413884141072
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1413884141072
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1413884141072
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1413884141072
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1413884141072
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1413884141072
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1413884141087
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1413884141087
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1413884141087
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1413884141087
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1413884141087
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1413884141087
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1413884141087
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1413884141087
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1413884141087
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1413884141087
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1413884141087
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1413884141087
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1413884141087
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1413884141087
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1413884141087
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1413884141087
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1413884141087
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1413884141087
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1413884141087
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1413884141087
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1413884141087
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1413884141087
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1413884141087
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1413884141087
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1413884141087
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1413884141087
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1413884141087
started,bundle,com.altera.sbtgui.integration,14.0.0.209,"com.altera.sbtgui.integration",1413884141087
started,bundle,com.altera.sbtgui.launch,14.0.0.209,"com.altera.sbtgui.launch",1413884141087
started,bundle,com.altera.sbtgui.project,14.0.0.209,"com.altera.sbtgui.project",1413884141087
started,bundle,com.altera.sbtgui.ui,14.0.0.209,"com.altera.sbtgui.ui",1413884141087
started,bundle,com.altera.systemconsole,14.0.0.209,"com.altera.systemconsole",1413884141087
started,bundle,com.altera.systemconsole.designs.plugin,14.0.0.209,"com.altera.systemconsole.designs.plugin",1413884141087
started,bundle,com.altera.utilities,14.0.0.209,"com.altera.utilities",1413884141087
os,sysinfo,,,"win32",1413884141103
arch,sysinfo,,,"x86_64",1413884141103
ws,sysinfo,,,"win32",1413884141103
locale,sysinfo,,,"de_DE",1413884141103
processors,sysinfo,,,"6",1413884141103
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1413884141103
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1413884141103
java.specification.name,sysinfo,,,"Java Platform API Specification",1413884141103
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1413884141103
java.specification.version,sysinfo,,,"1.6",1413884141103
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1413884141103
java.version,sysinfo,,,"1.6.0_23",1413884141103
java.vm.info,sysinfo,,,"mixed mode",1413884141103
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1413884141103
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1413884141103
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1413884141103
java.vm.specification.version,sysinfo,,,"1.0",1413884141103
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1413884141103
java.vm.version,sysinfo,,,"19.0-b09",1413884141103
started,bundle,com.altera.sbtgui.core,14.0.0.209,"com.altera.sbtgui.core",1413884154362
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1413884154424
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1413884154533
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1413884154549
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1413884154549
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1413884154549
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884155391
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1413884208441
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1413884208472
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1413884208893
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1413884210157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884217394
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1413884222900
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1413884222900
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884232353
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884256782
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1413884256782
executed,command,com.altera.sbtgui.project,14.0.0.209,"com.altera.sbtgui.project.commands.quartus",1413884267308
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884268728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884279436
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884280419
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884421038
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1413884423347
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1413884423831
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1413884423831
started,bundle,com.altera.sbt4e.launch,14.0.0.209,"com.altera.sbt4e.launch",1413884423831
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884425858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884427559
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884433674
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884442472
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1413884448462
started,bundle,com.altera.debug.cdi.gdb.plugin,14.0.0.209,"com.altera.debug.cdi.gdb.plugin",1413884449476
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884449663
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884449710
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884456371
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1413884478849
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884479473
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.debug",1413884479473
opened,view,com.altera.sbtgui.launch,14.0.0.209,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1413884488880
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1413884489082
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884495342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884496498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884497683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884500694
error,log,,,"Exception in org.eclipse.ui.internal.PageLayout.stackView: org.eclipse.ui.PartInitException: Could not create view: org.eclipse.cdt.debug.ui.DisassemblyView",1413884500710
error,log,,,"Exception in org.eclipse.ui.internal.PageLayout.stackView: org.eclipse.ui.PartInitException: Could not create view: org.eclipse.cdt.debug.ui.DisassemblyView",1413884500710
started,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1413884500850
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1413884500897
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1413884500975
activated,view,com.altera.sbtgui.launch,14.0.0.209,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1413884501006
activated,perspective,com.altera.sbtgui.ui,14.0.0.209,"com.altera.sbtgui.ui.debugPerspective",1413884501006
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1413884501567
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1413884502067
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1413884504797
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1413884504812
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1413884521191
error,log,,,"Internal Error",1413884521285
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884530460
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884532098
activated,view,com.altera.sbtgui.launch,14.0.0.209,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1413884535733
activated,perspective,com.altera.sbtgui.ui,14.0.0.209,"com.altera.sbtgui.ui.cPerspective",1413884535733
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1413884538182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884547058
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884555445
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1413884555461
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884565335
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884587907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884595223
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1413884596877
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1413884596893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884596939
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1413884596955
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1413884596955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884596955
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884603944
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1413884607298
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884607594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884625456
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1413884629309
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1413884632491
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1413884633224
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1413884633240
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1413884633552
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1413884634535
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1413884637093
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1413884638606
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1413884642147
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1413884643988
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1413884644004
activated,view,com.altera.sbtgui.launch,14.0.0.209,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1413884644394
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884660539
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884663862
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1413884672239
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1413884675172
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1413884675219
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1413884680413
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.v20110928-1505,"org.eclipse.ui.views.properties.tabbed",1413884680413
executed,command,com.altera.sbtgui.project,14.0.0.209,"com.altera.sbtgui.popupmenu.addtobuild",1413884692940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884693486
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884700537
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884711535
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884718461
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1413884718539
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1413884718586
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1413884718586
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1413884723640
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1413884733998
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884735527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884736744
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1413884736759
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884737056
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884737087
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1413884741205
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1413884742219
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1413884742266
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1413884754294
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1413884757429
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1413884757476
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1413884769441
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1413884770767
error,log,,,"Unhandled event loop exception",1413884773185
executed,command,com.altera.sbtgui.project,14.0.0.209,"com.altera.sbtgui.popupmenu.addtobuild",1413884788566
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884789112
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884796179
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1413884800890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884801186
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884818455
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1413884828891
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1413884831465
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1413884837955
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1413884839187
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1413884840950
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1413884842619
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1413884844257
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1413884846425
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1413884850466
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1413884852244
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1413884853804
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1413884855130
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.add.block.comment",1413884894628
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1413884907685
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884907982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884916577
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1413884925064
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1413884925282
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1413884925313
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1413884930664
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884930961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413884939338
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1413884945562
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1413884945718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1413884948011
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1413884950195
